180,SKELETONEMA COSTATUM,,,,,,,,,,,,,
60,THALASSIOSIRA NORDENSKIOELDII,,,,,,,,,,,,,


STATION,3,SERIES,,POSITION,,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
69,51.4,,N,15,44.4,,E,1998,10,2,,,,

TYPE,HEADERS,,,,,,,,,,,,,
BOTTOM DEPTH,2318,M,,,,,,,,,,,,

TYPE,PLANKTON,,,,,,,,,,,,,
TAX CNT B0,TAX NAME,,,,,,,,,,,,,
#/L,PHYTOPLANKTON,,,,,,,,,,,,,
1,-
145,AMPHIDINIUM ACUTISSIMUM
435,AMPHIDINIUM CARTERAE
145,AMPHIDINIUM EXTENSUM
870,AMPHIDINIUM LACUSTRE
145,CERATIUM FUSUS
290,CERATIUM MACROCEROS
435,CERATIUM TRIPOS
1305,CHAETOCEROS COMPRESSUS
580,COCHLODINIUM VINCTUM
7830,CRYPTOMONAS ACUTA
3480,CRYPTOPHYCOPHYTA
870,DETONULA CONFERVACEA
14210,GYMNODINIACEA
145,GYMNODINIUM AGILIFORME
1015,GYMNODINIUM ARCTICUM
2175,GYMNODINIUM MARINUM
17400,GYMNODINIUM SPP
6960,GYMNODINIUM VENEFICIUM
4350,GYMNODINIUM WULFFI
1305,GYRODINIUM FLAGELLARE
145,GYRODINIUM WULFFII
290,HEMISELMIS SPP
290,HETEROCAPSA TRIQUETRA
1740,KATODINIUM ROTUNDATUM
1305,NITZSCHIA DELICATISSIMA
870,OCHROMONAS COSMOPOLITICUS
580,PENNALES
30450,PLAGIOSELMIS PROLONGA
1740,PLAGIOSELMIS PUNCTATA
580,PROROCENTRUM BALTICUM
145,PTEROSPERMA NATIONALIS
870,PYRAMIMONAS SPP,,,,,,,,,,,,,
4495,RHIZOSOLENIA ALATA,,,,,,,,,,,,,
290,SCRIPPSIELLA TROCHOIDEA,,,,,,,,,,,,,
145,THALASSIONEMA NITZSCHIOIDES,,,,,,,,,,,,,
145,TORODINIUM ROBUSTUM,,,,,,,,,,,,,


STATION,5,SERIES,,POSITION,,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
73,31.7,,N,29,22.7,,E,1998,10,3,,,,

TYPE,HEADERS,,,,,,,,,,,,,
BOTTOM DEPTH,426,M,,,,,,,,,,,,

TYPE,PLANKTON,,,,,,,,,,,,,
TAX CNT B0,TAX NAME,,,,,,,,,,,,,
#/L,PHYTOPLANKTON
1,-
153,ADENOIDES KOFOIDI
516,ALEXANDRIUM
4830,AMPHIDINIUM ACUTISSIMUM
86,AMPHIDINIUM CRASSUM
86,AMPHIDINIUM EXTENSUM
102,AMPHIDINIUM LACUSTRE
86,AMPHIDINIUM SPHENOIDES
258,AUREODINIUM PIGMENTOSUM
51,CERATIUM FUSUS
306,CERATIUM MINUTUM
344,CHAETOCEROS COMPRESSUS
102,CHAETOCEROS MITRA
2300,COCHLODINIUM PUPA
86,COCHLODINIUM VINCTUM
86,CORETHRON HYSTRIX
51,CORYTHODINIUM DIPLOCONUS
3450,CRYPTOMONAS ACUTA
20700,CRYPTOPHYCOPHYTA
172,CYLINDROTHECA CLOSTERIUM
51,GONYAULAX POLYGRAMMA
51,GONYAULAX TRIACANTHA
15870,GYMNODINIACEA
1380,GYMNODINIUM AGILIFORME
172,GYMNODINIUM MARINUM
460,GYMNODINIUM SIMPLEX
7590,GYMNODINIUM SPP
6900,GYMNODINIUM VENEFICIUM
920,GYMNODINIUM VITILIGO
6210,GYMNODINIUM WULFFI
51,GYRODINIUM AUREOLUM
4830,GYRODINIUM FLAGELLARE
86,GYRODINIUM FUSIFORME
86,GYRODINIUM PINGUE
172,GYRODINIUM PRUNUS
86,GYRODINIUM WULFFII
86,HEMIDINIUM NASUTUM
4140,KATODINIUM ROTUNDATUM
258,LEPTOCYLINDRUS DANICUS
860,LEPTOCYLINDRUS MINIMUS
2070,LEUCOCRYPTOS MARINA
86,NAVICULA SPP
51,NEMATODINIUM ARMATUM
344,NITZSCHIA DELICATISSIMA
102,NITZSCHIA LONGISSIMA
51,NITZSCHIA PSEUDODELICATISSIMA
430,PENNALES
460,PLAGIOSELMIS PROLONGA
86,PLANKTONIELLA SOL
430,PRONOCTILUCA PELAGICA
86,PROROCENTRUM BALTICUM
172,PROROCENTRUM COMPRESSUM
344,PTEROSPERMA NATIONALIS
255,PTEROSPERMA SPP
51,RHIZOSOLENIA ALATA
516,SCRIPPSIELLA TROCHOIDEA
172,THALASSIONEMA NITZSCHIOIDES
86,THALASSIOSIRA ANTARCTICA
86,THALASSIOSIRA BULBOSA
516,THALASSIOSIRA SPP
58,TORODINIUM ROBUSTUM


STATION,4,SERIES,,POSITION,,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
72,8.9,,N,26,51.6,,E,1998,10,3,,,,

TYPE,HEADERS,,,,,,,,,,,,,
BOTTOM DEPTH,236,M,,,,,,,,,,,,

TYPE,PLANKTON,,,,,,,,,,,,,
TAX CNT B0,TAX NAME,,,,,,,,,,,,,
#/L,PHYTOPLANKTON,,,,,,,,,,,,,
1,-,,,,,,,,,,,,,
315,ADENOIDES KOFOIDI,,,,,,,,,,,,,
630,ALEXANDRIUM,,,,,,,,,,,,,
105,AMPHIDINIUM ACUTISSIMUM,,,,,,,,,,,,,
420,AMPHIDINIUM CARTERAE,,,,,,,,,,,,,
1050,AMPHIDINIUM LACUSTRE,,,,,,,,,,,,,
420,CERATIUM MINUTUM
105,COCCONEIS SPP
735,COCHLODINIUM PUPA
630,CRYPTOMONAS ACUTA
17010,CRYPTOPHYCOPHYTA
210,CYLINDROTHECA CLOSTERIUM
3360,GYMNODINIACEA
1680,GYMNODINIUM AGILIFORME
420,GYMNODINIUM ARCTICUM
420,GYMNODINIUM FUSUS
525,GYMNODINIUM MARINUM
1050,GYMNODINIUM SIMPLEX
5040,GYMNODINIUM SPP
2940,GYMNODINIUM VENEFICIUM
420,GYMNODINIUM VITILIGO
8820,GYMNODINIUM WULFFI
105,GYRODINIUM AUREOLUM
3570,GYRODINIUM FLAGELLARE
105,GYRODINIUM PRUNUS
105,GYRODINIUM WULFFII
210,HELGOLANDIUM SUBGLOBOSUM
105,HEMIDINIUM NASUTUM
1260,HEMISELMIS SPP
2310,KATODINIUM ROTUNDATUM
210,LEPTOCYLINDRUS DANICUS
2205,LEPTOCYLINDRUS MINIMUS
2520,LEUCOCRYPTOS MARINA
210,MICRACANTHADINIUM CLAYTONII
735,NITZSCHIA DELICATISSIMA
105,NITZSCHIA LONGISSIMA
420,PENNALES
1260,PLAGIOSELMIS PROLONGA
1260,PLAGIOSELMIS PUNCTATA,,,,,,,,,,,,,
105,PLANKTONIELLA SOL,,,,,,,,,,,,,
525,PRONOCTILUCA PELAGICA,,,,,,,,,,,,,
420,PROROCENTRUM BALTICUM,,,,,,,,,,,,,
105,PTEROSPERMA MARGINATUM,,,,,,,,,,,,,
840,SCRIPPSIELLA TROCHOIDEA,,,,,,,,,,,,,
105,TETRASELMIS SPP,,,,,,,,,,,,,
210,THALASSIOSIRA BULBOSA,,,,,,,,,,,,,
105,THALASSIOSIRA SPP,,,,,,,,,,,,,


STATION,6,SERIES,,POSITION,,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
79,23,,N,41,34,,E,1998,10,5,,,,

TYPE,HEADERS,,,,,,,,,,,,,
BOTTOM DEPTH,260,M

TYPE,PLANKTON,
TAX CNT B0,TAX NAME,
#/L,PHYTOPLANKTON,
1,-,
270,AMPHIDINIUM EXTENSUM,
1350,CHAETOCEROS CONVOLUTUS,
2160,CHAETOCEROS DECIPIENS,
12960,CHAETOCEROS SEPTENTRIONALIS,
5670,COCHLODINIUM PUPA,
135,COCHLODINIUM VINCTUM,
540,COSCINODISCUS SPP,
1620,CRYPTOMONAS ACUTA,
4860,CRYPTOPHYCOPHYTA,
1350,CYLINDROTHECA CLOSTERIUM,
270,DUNALIELLA TERTIOLECTA
1350,EUCAMPIA ZODIACUS
45360,GYMNODINIACEA
810,GYMNODINIUM AGILIFORME
1620,GYMNODINIUM ARCTICUM
2430,GYMNODINIUM SPP
1620,GYMNODINIUM VITILIGO
12960,GYMNODINIUM WULFFI
1080,GYRODINIUM FLAGELLARE
135,GYRODINIUM PINGUE
1080,GYRODINIUM PRUNUS
270,GYRODINIUM WULFFII
4050,KATODINIUM ROTUNDATUM
270,LEUCOCRYPTOS MARINA
1350,OXYTOXUM LATICEPS
270,OXYTOXUM MILNERI
270,PENNALES
540,PERIDINIACEAE
1620,PLAGIOSELMIS PROLONGA
135,POROSIRA GLACIALIS
540,PRONOCTILUCA PELAGICA
1620,PROROCENTRUM BALTICUM
1080,PROROCENTRUM COMPRESSUM
540,PROROCENTRUM SPP
270,PROTOPERIDINIUM MITE
135,PROTOPERIDINIUM OVATUM
540,PTEROSPERMA NATIONALIS
540,PYRAMIMONAS GROSSII
1620,SCRIPPSIELLA TROCHOIDEA
1620,THALASSIOSIRA SPP


STATION,7,SERIES,,POSITION,,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
80,35.5,,N,44,5.9,,E,1998,10,5,,,,

TYPE,HEADERS,,,,,,,,,,,,,
BOTTOM DEPTH,384,M,,,,,,,,,,,,

TYPE,PLANKTON,,,,,,,,,,,,,
TAX CNT B0,TAX NAME,,,,,,,,,,,,,
#/L,PHYTOPLANKTON,,,,,,,,,,,,,
1,-,,,,,,,,,,,,,
300,ALEXANDRIUM,,,,,,,,,,,,,
150,AMPHIDINIUM CRASSUM,,,,,,,,,,,,,
150,AMPHIDINIUM SPHENOIDES,,,,,,,,,,,,,
150,ANKISTRODESMUS CONVOLUTUS,,,,,,,,,,,,,
1050,BACTERIOSIRA FRAGILIS,,,,,,,,,,,,,
8250,CHAETOCEROS DECIPIENS
2250,CHAETOCEROS SEPTENTRIONALIS
150,CHAETOCEROS SPP
300,CHRYSOCHROMULINA HIRTA
150,COCHLODINIUM PUPA
300,CRYPTOMONAS ACUTA
1350,CRYPTOPHYCOPHYTA
150,CYLINDROTHECA CLOSTERIUM
300,DUNALIELLA TERTIOLECTA
22500,GYMNODINIACEA
450,GYMNODINIUM AGILIFORME
450,GYMNODINIUM ARCTICUM
600,GYMNODINIUM VENEFICIUM
4650,GYMNODINIUM WULFFI
750,GYRODINIUM FLAGELLARE
150,GYRODINIUM PINGUE
750,GYRODINIUM PRUNUS
1050,GYRODINIUM WULFFII
450,KATODINIUM ROTUNDATUM
150,NEMATODINIUM ARMATUM
600,OCHROMONAS COSMOPOLITICUS
150,OXYTOXUM MILNERI
600,PENNALES
150,PRONOCTILUCA PELAGICA
1200,PROROCENTRUM BALTICUM
600,PROROCENTRUM COMPRESSUM
150,PROTOPERIDINIUM BREVIPES
150,PROTOPERIDINIUM MITE
150,PYRAMIMONAS GROSSII
300,SYNEDRA TABULATA
450,THALASSIOSIRA GRAVIDA
300,THALASSIOSIRA SPP
150,TORODINIUM ROBUSTUM,,,,,,,,,,,,,


STATION,1,SERIES,,POSITION,,,,,,1,,1,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
81,34.57,,N,44,18.4,,E,1998,10,6,9,30,,GMT

TYPE,HEADERS,,,,,,,,,,,,,
BOTTOM DEPTH,258,M,,,,,,,,,,,,

TYPE,HYDROLOGY,,,,,,,,,,,,,
DEPTH,TEMP,SAL,OXY,OXY SATUR,PO4,SIO3,NO2,NO3,NH4,POP,PON,,,
M,C,PSU,ML/L,PERCENT,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,,,
0,2,3,2,1,2,2,2,2,2,2,2,,,
0,-1.78,34,7.99,93.6,0.77,2.86,0.11,5.61,2.12,0.41,38.93,,,
38,-1.49,34.71,7.65,90.9,0.76,3,0.08,7.94,1.66,0.45,12.19,,,
59,-1.31,34.81,7.56,90.3,1.1,2.9,0.05,7.97,1.22,0.16,10.27
79,-0.67,34.93,7.3,88.9,1.21,3.38,0.06,8.73,1.04,0.09,6.91
129,0.1,35.04,7.05,87.7,1.3,4.57,0,9.48,1.03,0.26,
245,0.23,35.09,6.91,86.3,1.27,5.48,0.04,11.12,1.03,0.21,5.34


TYPE,HEADERS,,,,,,,,,,
BOTTOM DEPTH,245,M,,,,,,,,,

TYPE,PLANKTON,,,,,,,,,,
TAX CNT B110,TAX CNT B75,TAX CNT B35,TAX CNT B20,TAX CNT B0,TAX NAME,,,,,,
#/L,#/L,#/L,#/L,#/L,PHYTOPLANKTON,,,,,,
1,1,1,1,1,-,,,,,,
250,,560,240,,ALEXANDRIUM,,,,,,
,280,,,,AMPHIDINIUM CRASSUM,,,,,,
,140,140,,,AMPHIDINIUM GLOBOSUM,,,,,,
250,140,,840,,AMPHIDINIUM LACUSTRE
375,,,,,AMPHIDINIUM SPHENOIDES
,,,720,,CHAETOCEROS DECIPIENS
,140,,,,CHRYSOCHROMULINA HIRTA
,140,280,240,,COCHLODINIUM PUPA
,,,120,,COCHLODINIUM VINCTUM
375,,420,360,540,CRYPTOMONAS ACUTA
,1260,840,120,,CRYPTOPHYCOPHYTA
,140,,960,,CYLINDROTHECA CLOSTERIUM
,,,360,,DETONULA CONFERVACEA
125,,,,,DICTYOCHA SPECULUM
,,140,,,EUTREPTIELLA GYMNASTICA
2250,2800,2940,4560,2160,GYMNODINIACEA
,280,1540,1200,540,GYMNODINIUM AGILIFORME
,,,120,,GYMNODINIUM CONICUM
,,,120,,GYMNODINIUM FUSUS
125,280,,,,GYMNODINIUM MARINUM
,,,120,,GYMNODINIUM SIMPLEX
250,840,2800,1320,,GYMNODINIUM SPP
1125,1260,2520,1200,,GYMNODINIUM VENEFICIUM
,140,280,360,,GYMNODINIUM VITILIGO
1375,1680,4760,5280,1620,GYMNODINIUM WULFFI
125,1960,2660,3240,,GYRODINIUM FLAGELLARE
,,,480,,GYRODINIUM FUSIFORME
,,,240,,GYRODINIUM PINGUE
250,280,,120,,GYRODINIUM PRUNUS
,,140,,,GYRODINIUM SPP
125,,,,,HETEROCAPSA SPP
,420,,,,LEUCOCRYPTOS MARINA
,,,120,,NAVICULA GRANII
,,,120,,NAVICULA SPP
125,140,,,,NEMATODINIUM ARMATUM
125,,280,240,,NITZSCHIA DELICATISSIMA
,,,240,,NITZSCHIA GRUNOWII
125,,,,,NITZSCHIA PSEUDODELICATISSIMA
,,560,,,NITZSCHIA SPP
,140,,,,OCHROMONAS COSMOPOLITICUS
,140,,,,OXYTOXUM MILNERI
375,560,3360,3000,1620,PENNALES
,140,,360,,PLAGIOSELMIS PROLONGA
,,,120,,PRONOCTILUCA PELAGICA
,420,420,600,,PROROCENTRUM BALTICUM
,140,280,,,PROROCENTRUM COMPRESSUM
,,280,120,,PTEROSPERMA MARGINATUM
,140,,,,PYRAMIMONAS SPP
,140,280,,,SCRIPPSIELLA TROCHOIDEA
,,,120,,THALASSIOSIRA ANTARCTICA
,,280,,540,THALASSIOSIRA SPP
125,,,,,TORODINIUM ROBUSTUM,,,,,,,,,


STATION,2,SERIES,,POSITION,,,,,,2,2,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
81,45.18,,N,40,59.1,,E,1998,10,6,21,40,,GMT

TYPE,HEADERS,,,,,,,,,,,,,
BOTTOM DEPTH,429,M,,,,,,,,,,,,

TYPE,HYDROLOGY,,,,,,,,,,,,,
DEPTH,TEMP,SAL,OXY,OXY SATUR,PO4,SIO3,NO2,NO3,NH4,POP,PON,,,
M,C,PSU,ML/L,PERCENT,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,,,
0,2,3,2,1,2,2,2,2,2,2,2,,,
4,-1.77,32.97,9.35,108.9,0.3,2.29,0.05,0.3,2.13,0.52,14.25,,,
24,-1.77,33,9.25,107.7,0.29,2.29,0.06,0.92,2.13,0.71,21.53,,,
50,-1.46,34.84,7.6,90.4,0.66,2.86,0.4,7.62,1.07,0.47,11.6
100,-0.36,34.98,7.23,88.8,0.78,3.81,0.07,9.7,0.71,0.52,14.17
201,0.58,35.09,6.94,87.5,0.9,4.76,0.05,11.46,0.62,0.41,13.7
409,0.01,35.18,6.7,83.2,1.33,7.62,0.07,12.93,0.71,0.16,1.05


TYPE,HEADERS,,,,,,,,,,
BOTTOM DEPTH,423,M,,,,,,,,,

TYPE,PLANKTON,,,,,,,,,,
TAX CNT B405,TAX CNT B200,TAX CNT B100,TAX CNT B50,TAX CNT B25,TAX CNT B0,TAX NAME,,,,,
#/L,#/L,#/L,#/L,#/L,#/L,PHYTOPLANKTON,,,,,
1,1,1,1,1,1,-,,,,,
,,,315,120,336,ALEXANDRIUM,,,,,
,,,105,,112,AMPHIDINIUM ACUTISSIMUM,,,,,
,,,210,360,224,AMPHIDINIUM CARTERAE,,,,,
,,270,,180,,AMPHIDINIUM CRASSUM
,,405,,,,AMPHIDINIUM EXTENSUM
135,165,270,210,1080,336,AMPHIDINIUM LACUSTRE
,,,35,,224,AMPHIDINIUM SPHENOIDES
,,,70,,,CHAETOCEROS BOREALIS
,,,,,168,CHAETOCEROS CINCTUS
,,,,30,,CHAETOCEROS CONVOLUTUS
,,30,280,60,,CHAETOCEROS DECIPIENS
,,,70,,252,CHAETOCEROS FURCELLATUS
,,,,,28,CHAETOCEROS SEPTENTRIONALIS
,165,675,735,,,CHAETOCEROS SIMPLEX
,,,35,,224,CHAETOCEROS SPP
,,135,105,120,84,COCHLODINIUM PUPA
,,135,35,120,,COCHLODINIUM VINCTUM
,,,175,,,COSCINODISCUS SPP
,,,,60,,COSCINODISCUS STELLARIS
270,165,1485,210,360,336,CRYPTOMONAS ACUTA
,,945,840,3060,672,CRYPTOPHYCOPHYTA
,,,,150,252,CYLINDROTHECA CLOSTERIUM
,,,,,28,DICTYOCHA SPECULUM
,165,,,,,EBRIA TRIPARTITA
,,,,,224,EUTREPTIA GLOBULIFERA
,,,70,,,EUTREPTIELLA GYMNASTICA
,,,,30,,EUTREPTIELLA MARINA
3105,1485,2835,1890,3420,2016,GYMNODINIACEA
,,135,315,,,GYMNODINIUM AGILIFORME
,,270,35,,,GYMNODINIUM ARCTICUM
,,,,30,,GYMNODINIUM CONICUM
,,135,,,28,GYMNODINIUM FUSUS
,,,105,,,GYMNODINIUM HETEROSTRIATUM
,,270,105,120,,GYMNODINIUM MARINUM
,165,,210,,,GYMNODINIUM SIMPLEX
270,660,3240,630,1440,252,GYMNODINIUM SPP
675,165,1080,840,1080,140,GYMNODINIUM VENEFICIUM
270,,270,420,720,336,GYMNODINIUM VITILIGO
1890,1980,3510,1365,1560,784,GYMNODINIUM WULFFI
405,495,2700,630,480,448,GYRODINIUM FLAGELLARE
,,,,30,,GYRODINIUM FUSIFORME
,,,,30,,GYRODINIUM PINGUE
,330,,,30,,GYRODINIUM PRUNUS
,,,,,56,HELGOLANDIUM SUBGLOBOSUM
,,,35,30,,HEMIDINIUM NASUTUM
,,270,,,,HEMISELMIS SPP
,,,70,,,HETEROCAPSA SPP
,,540,70,,224,KATODINIUM ROTUNDATUM
,,,140,540,,LEUCOCRYPTOS MARINA
,,270,,60,,NEMATODINIUM ARMATUM
,,,,30,196,NITZSCHIA DELICATISSIMA
,,,,720,,NITZSCHIA GRUNOWII
,,,,240,672,OCHROMONAS COSMOPOLITICUS
,,,,30,84,OXYTOXUM MILNERI
,,405,70,480,560,PENNALES
,,135,,,,PERIDINIACEAE
,,,105,900,,PLAGIOSELMIS PROLONGA
,165,,140,30,,PRONOCTILUCA PELAGICA
135,165,135,1365,960,896,PROROCENTRUM BALTICUM
,,270,210,,,PROROCENTRUM COMPRESSUM
,,,,60,,PROTOPERIDINIUM BREVIPES
,,405,,30,,PTEROSPERMA NATIONALIS
,165,270,,60,84,SCRIPPSIELLA TROCHOIDEA
,,,,30,56,SYNEDRA TABULATA
,,135,105,120,112,TETRASELMIS SPP
,,,,60,28,THALASSIOSIRA ANTARCTICA
,,,,60,84,THALASSIOSIRA BULBOSA
,,,,150,,THALASSIOSIRA GRAVIDA,,,,,,,,
,,,,30,,THALASSIOSIRA NORDENSKIOELDII,,,,,,,,
,,135,70,90,112,THALASSIOSIRA SPP,,,,,,,,
,165,,105,,,TORODINIUM ROBUSTUM,,,,,,,,


STATION,10,SERIES,,POSITION,,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
81,53.8,,N,39,16.52,,E,1998,10,8,,,,

TYPE,PLANKTON,,,,,,,,,,,,,
TAX CNT B0,TAX NAME,,,,,,,,,,,,,
#/L,PHYTOPLANKTON,,,,,,,,,,,,,
1,-,,,,,,,,,,,,,
1500,AMPHIDINIUM LACUSTRE,,,,,,,,,,,,,
