NH341,HT,PMV,D,G,na,na,40.4289,116.8472,"Pyritic, gn-sl veins in Qtzite"
NH342,HT,na,AR,G,na,na,40.4269,116.8478,Oxidized Py-ser alt Tg
NH343,HT,na,AR,G,na,na,40.4258,116.8486,"Chlt-alt Tg, some py"
NH400,GC,na,AR,"G, L",na,na,40.9244,117.5044,"Kramer Hill pit; silicified sediments, veinlets"
NH401,GO,DG,D,"G, L",na,na,40.9278,117.5042,"Kramer lower (old) adit, sulfide/oxide dump"
NH402,GO,PMV,T,G,na,na,40.9283,117.5056,"Kramer small mill, tan tails"
NH403,GO,PMV,D,"G, L",na,na,40.9283,117.3242,"Iron Point, Silver Coin dump picks with FeOx"
NH404,IP,PMV,D,G,na,na,40.9394,117.3175,"Silver King, selected FeOx materials"
NH405,IP,PMV,D,G,na,na,40.9083,117.3950,"South Iron Point, prospect, CuOx films on mafic rock"
NH406,SS,AVR,AR,G,na,na,41.3758,116.6525,"Scraper Springs, zunyite-silica altered volcanics"
NH407,SS,AVR,AR,"G, L",na,na,41.3717,116.6589,Zunyite-silicified breccia
NH408,SS,EV,AR,L,na,na,41.3719,116.6591,Zunyite-silica altered BX with FeOx
NH410 ,BR,PMV,D,G,na,na,41.4639,116.6511,"Burner Hills, Mint mine, drainage from adit, high sulfide-qtz dump"
NH411,GC,T-EV,T,"G, L",na,na,41.2647,116.7836,Midas; tan to pink tails from Elko Prince mill
NH412,GC,EV,D,"G, L",na,na,41.2597,116.7839,Elko Prince sulfidic waste
NH413,GC,EV,SPW,W ,8.1,460,41.2572,116.7828,Spring SE of Elko Prince tails
NH414,GC,EV,D,"G, L",na,na,41.2406,116.7922,"Midas mine, FeOx in vienlets, rhyolite"
NH415,GC,T-EV,T,"G, L",na,na,41.2350,116.7872,"Jackson mill tailings, tan"
NH416,GC,EV,D,"G, L",na,na,41.2361,116.7881,Jackson mine mixed sulfide and sulfate materials
NH417,GC,EV,D,"G, L",na,na,41.2414,116.7808,"East of Jackson mine, dump, yellow-ocher oxide"
NH418,GC,EV,D,"G, L",na,na,41.2411,116.7850,"Dump west of 3 shafts, mixed sulfide and oxide"
NH419,GC,EV,D,"G, L",na,na,41.2472,116.7856,"Rex mine dump, orange-ocher oxidized materials"
NH420,GC,EV,SW,W ,7.9,490,41.2406,116.7864,"Creek, flows south from Rex"
NH421,GC,EV,D,"G, L",na,na,41.2639,116.7953,"Miner's Gold dump, average sample, -2 mm, mixed oxide-sulfide"
NH422,GC,EV,D,G,na,na,41.2622,116.7944,"Oxide-sulfide dump,  -2 mm"
NH423,GC,EV,SW,W ,8.3,310,41.2622,116.7944,"Creek, above Gold Miner"
NH425,GC,EV,SW,W ,8.5,320,41.2544,116.8017,"Creek, below mines"
NH426,GC,EV,D,G,na,na,41.2211,116.7739,"West of Esmeralda mine and mill, silicified-FeOx altered"
NH427,GC,EV,SW,W ,8.4,480,41.2344,116.7533,"Squaw Creek, NE of mining area"
NH428,IV,HM,D,G,na,na,41.1158,116.5903,"Old Timer mine, Hg dump, silica rock"
NH429,IV,HM,D,G,na,na,41.1161,116.5911,"Mercury dump, red sinter or opalite"
NH430,IV,T-HH,T,"G, L",na,na,41.1228,116.5711,Butte #1 mine; white opalite calcine from retort
NH431 ,IV,AVR,H,G,na,na,41.1194,116.5667,"Drill cuttings, upper is tuff, lower is dark Vinini seds"
NH432,IV,AVR,AR,G,na,na,41.1203,116.5642,"Chips of altered, silicified volcanics"
NH433,IV,Hg,PUW,W ,8.2,80,41.1197,116.5658,Small pit puddle
NH434,IV,AVR,H,"G, L",na,na,41.1217,116.5600,"Cuttings, silicified tuff"
NH435,IV,HM,D,G,na,na,41.1397,116.6133,"Fox mine siliceous Hg waste, gray stibnite?"
NH436,IV,T-HH,T,G,na,na,41.1450,116.6208,"Governor mine/retort, calcine from retort"
NH437,IV,HM,"D, AR",G,na,na,41.1439,116.6200,"Governor mercury mine dump, gray and red alteration"
NH438,IV,T-HH,T,"G, L",na,na,41.0525,116.6244,"Silvercloud Hg mine, white silica with red matrix"
NH439,IV,AVR,H,G,na,na,41.0528,116.6278,"Drill cuttings, dark rock with fine sulfides"
NH440,IV,AVR,AR,G,na,na,41.0525,116.6272,Silvercloud pit; opalite carries best Hg
NH441,IV,Hg,SW,W ,7.7,300,41.1078,116.6064,Spring below Jackson mine
NH442,IV,Hg,SW,W ,7.6,180,41.1550,116.6408,"Spring, low flow, livestock use"
NH443,IV,T-HH,T,G,na,na,41.1558,116.6267,Calcine from 70's(?) retort; opal and vitreous tuff
NH450,AU,SHG,AR,G,na,na,39.3864,117.0836,Quito gold mine/pit; dark limey wallrock
NH451,AU,SHG,SW,W ,8.3,"1,330",39.3864,117.0839,Settling pond NE of pit
NH452,AU,SHG,SW,W ,8.4,"1,250",39.3864,117.0844,"Creek, above (west) of pond"
NH453,AU,SHG,SW,W ,8.8,230,39.3786,117.0856,"Birch Creek, background in fault zone"
NH455,AU,VU,D,"G,L",na,na,39.4597,117.1002778," Apex/Rundberg mine;High rad, high py ore? Stockpile"
NH456,AU,VU,D,"G,L",na,na,39.4600,117.1011111,"Medium rad, weathered dump, waste?"
NH457,AU,VU,D,"G,L",na,na,39.4589,117.2694444,"High rad, high py stockpile?"
NH458,AU,VU,D,"G,L",na,na,39.4581,117.1022222,"Shaft dump, typical lower rad waste"
NH459,AU,VU,D,"G,L",na,na,30.4583,117.1025,"Very high rad part of dump, hi pyrite"
NH461,AU,PMV,D,G,na,na,39.4872,117.0831,"Jackpot mine, big white qtz veins, some rusty streaks"
NH462,AU,PMV,D,G,na,na,39.4931,117.0800,Byers mine (?); bull qtz vein in TKg
NH463,AU,PMV,D,G,na,na,39.4956,117.0608,"Big dump from shaft, NE of town"
NH464,AU,PMV,D,G,na,na,39.1622,117.0628,"Lander Hill, mostly altered TKg, some qtz-MnOx"
NH465,AU,PMV,D,G,na,na,39.5050,117.0678,"Kilburn tunnel, select chunk sulfide-qtz dump"
NH466,AU,PMV,D,G,na,na,39.5439,117.0547,"Slaughterhouse Canyon, quartz with some dark sulfides"
NH467S,AU,na,SS,G,na,na,39.5072,117.0956,"Pony Canyon west of Austin, alluvium, granite sand"
NH467T,AU,PMV,T,G,na,na,39.5097,117.0744,"Tailings from mill, Pony CanyonAG MILL TAILS"
NH468,RW,PMV,D,G,na,na,39.7789,117.2611,"Ravenswood; skarn, oxide dump"
NH469,BM,SK,SW,W ,6.8,160,40.9358,117.0425,"Stream, south of Copper Basin pit and dumps"
NH470,BM,SKN,D,G,na,na,40.6019,117.0447,"Copper Basin dump outside fence, Cu-oxides"
NH471,BM,PMV,SW,W ,7.5,740,40.6117,117.0528,Licking Creek east of Buck. Mill
NH472,BM,pmv,T,L,na,na,40.6128,117.0705556,"Buckingham(?) mill tails, yellow crust"
NH473,BM,PMV,SW,W ,7.2,"1,050",40.6122,117.0747,Small creek west (above) mill and larger mine dumps
NH474,BM,PMV,SW,W ,8.2,510,40.6239,117.0642,"Long Canyon creek headwaters, west of Copper Queen"
NH475,BM,SK,SPW,W ,8.0,"1,020",40.6483,117.0644,"Spring in Harmony qtzite, Snow Gulch"
NH476,BM,PMV,D,"G, L",na,na,40.6450,117.0597,Oxide dump; average sample -2mm
NH477,BM,SK,SW,W ,8.3,440,40.6775,117.0808,"Elder Creek, north of mine dumps"
NH479,BM,PCU,D,"G, L",na,na,40.6886,117.0806,"Dump, green CuOx, average, - 2mm"
NH480,BM,na,AR,"G, L",na,na,40.6925,117.0872,"Small pit diggins, select Cu-Fe-Ox chips"
NH481,BM,SK,SPW,W ,8.3,580,40.6925,117.0872,"Spring, west side of Elder Creek basin"
NH482,HT,na,SS,G,na,na,40.7017,117.0806,"Dry alluvium, north of mining area"
NH483,HT,PMV,SW,W ,8.2,660,40.4275,116.8239,Creek north of Dean mines
NH484,HT,PMV,SW,W ,7.1,550,40.4283,116.8217,"Creek leaving settling pond, N of Dean workings"
NH485,HT,PMV,SW,W ,7.5,630,40.4278,116.8214,Creek entering settling pond
NH486,HT,PMV,T,G. L,na,na,40.4294,116.8208,"Philadelphia(?) mill tails, rusty ocher parts"
NH487,HT,PMV,SW,W ,5.0,310,40.4183,116.8294,Small flow below Kattenhorn mine
NH488,HT,PMV,MDW,W ,7.0,710,40.4267,116.8375,"Dean mine, lower, in carbonate rocks, mine drainage"
NH489,HT,PMV,SW,W ,4.0,630,40.4267,116.8381,"Creek below upper Dean workings, much orange Fe floc"
NH490,HT,PMV,D,"G, L",na,na,40.4253,116.8364,"Lower Dean dump, carbonate rocks, some sulfides"
NH491,HT,PMV,MDW,W ,2.8,>2000,40.4267,116.8450,"Dean mine, middle, drainage turns red"
NH492,HT,PMV,MDW,W ,3.4,"1,210",40.4269,116.8453,Mine drainage after flowing on sulfide dump
NH493,HT,PMV,D,"G, L",na,na,40.4269,116.8456,"Middle Dean dump, high sulfide, mostly TKg, some Qtzite"
NH495,HT,na,AR,G,na,na,40.4256,116.8450,"Altered Tkgranite outcrop, silicified"
NH496,HT,PMV,SW,W ,4.3,710,40.4244,116.8097,"Hilltop(?) creek, NW (below) mill and tailings, makes red coatings"
NH498,HT,PMV,MDW,W ,2.7,"1,740",40.4211,116.8103,"Hilltop haulage tunnel in siliceous seds, drainage makes FeOx coatings"
NH501,HT,PMV,D,"G, L",na,na,40.4214,116.8106,"Dump from adit, Qtzite with fine sulfides"
NH502,HT,PMV,SPW,W ,6.9,280,40.4133,116.8117,Small flow/spring SE of Hilltop mining area
NH505,HT,PMV,SW,W ,7.1,470,40.4264,116.8125,"Stream NW of mixing zone, looks much better"
NH507,na,na,SW,W ,7.6,410,40.6756,116.6564,Humboldt river
NH508,BW,BA,AR,G,na,na,40.5767,116.5167,"Beowawe;  Sansen. Barite open pit, red chert or alteration in pit"
NH509,BW,BA,T,"G, L",na,na,40.5783,116.5214,"Barite mine, crushed rock, barite rejects?"
NH510,BW,HG,D,G,na,na,40.5828,116.4886,"Red Devil mine, dump, silicified conglomerate"
NH511,BW,HG,T,"G, L",na,na,40.5836,116.4878,"Retort tailings or rejects, siliceous conglomerateHG-SILICA ROCK TAILS"
NH512,BT,PMV,T,"G, L",na,na,40.3294,116.6547,"Mill tailings, N of Tenabo near Indian Creek"
NH513,BT,PMV,D,L,na,na,40.3294,116.6558333,"N Tenabo mill, native sulfur on dump"
NH514,TN,SKN,D,G,na,na,40.3014,116.6806,"Altenberg Hill, skarn zone, slected picks rich in FeOx"
NH515,TN,SKN,D,"G, L",na,na,40.3014,116.6806,"Altenberh Hill, skarn zone, as 514, average oxide sample,- 2 mm."
NH516,TN,SKN,H,G,na,na,40.3022,116.6811,Drill cuttings into calc-silicate rock
NH517,TN,PMV,"MDW, T","G,W",6.7,940,40.3778,116.7597,"Gray Eagle mill tailings, tan"
NH518,TN,PMV,H,G,na,na,40.3778,116.7758,Drill cuttings in dark chert
NH519,BM,PMV,T,L,na,na,40.3967,117.1044444,Iron Canyon rusty mill tails
NH520,BM,PMV,SPW,W ,6.7,>2000,40.5486,117.1100,"Spring-fed small flow, Iron Canyon"
NH521,BM,PMV,SPW,W ,6.5,>2000,40.5492,117.1117,Spring in Iron Canyon west of mines
NH522,BM,PMV,D,"G, L",na,na,40.5458,117.1086,"Iron Canyon mine dump, ocher to red oxides"
NH523,BM,PMV,SW,W ,7.2,"1,940",40.5561,117.1025,Butte Canyon stream
NH524,BM,PMV,MDW,W ,2.2,>2000,40.5544,117.1178,"Adit mine drain, pipe from inside "
NH525,BM,PMV,SPW,W ,6.3,"1,640",40.5558,117.1072,"Spring in mid canyon, ppts ocher floc"
NH526,BM,PMV,D,G,na,na,40.5761,117.1336,"NE of Galena, large adit on fault in Battle Conglomerate, select FeOxides"
NH527,BM,PMV,D,G,na,na,40.5692,117.1317,"White and Shiloh mine dump, select sulfidic ore pieces"
NH528,BM,PMV,D,"G, L",na,na,40.5692,117.1319,"White and Shiloh dump, average dump,  -2mm"
NH529,BM,PMV,MDW,W ,6.5,940,40.5653,117.1208,"Small workings, collapsed adit, drain used for stock"
NH530,na,na,SW,W ,7.9,350,40.0681,116.9317,Humboldt river
NH531,NBM,BA,D,G,na,na,40.7225,116.8467,"Barite pit waste , oxides"
NH532,NBM,BA,D,G,na,na,40.7225,116.8469,Barite pit stockpile(?) ore
NH533,NBM,PMV,D,G,na,na,40.7103,116.8544,Select oxides in dark seds
NH534,NBM,BA,D,G,na,na,40.7017,116.8650,Pink fine materials from mill (barite waste)
NH550,BM,SK,SW,W ,8.1,610,40.6019,117.0433,stream
NH551,BM,PMV,SW,W ,8.2,630,40.6083,117.0497,stream
NH552,BM,PMV,PUDW,W ,2.9,"1,590",40.6133,117.0694,tails puddle
NH553,BM,PMV,PUDW,W ,2.7,"1,790",40.6128,117.0739,dump puddle
NH555,BM,SK,PUDW,W ,3.0,"1,220",40.6208,117.0553,pit puddle
NH556,BM,PMV,SW,W ,8.5,480,40.5817,117.0703,stream
NH558,BM,PMV,SPW,W ,3.2,>2000,40.5458,117.1097,"spring, Iron Canyon"
NH561,BM,SK,PUDW,W ,4.3,460,40.5689,117.1311,pit puddle
NH563,BM,SK,PUDW,W ,3.9,"1,330",40.5686,117.1319,dump puddle
NH565,LW,PMV,D,"G, L",na,na,0.0000,0.0000,"Betty O'Neal dump, dark carbon. Phyllite, calcite"
NH566,LW,PMV,T,L,na,na,40.4608,116.8958333,"Betty O'Neal mill tails, gray"
NH571,HT,PMV,SW,W ,4.2,920,40.4281,116.8361,"Stream, near Dean mines, FeOx on bed"
NH577,HT,PMV,SW,W ,6.6,580,40.4267,116.8311,"Stream, few mines, clean bed"
NH583,HT,PMV,MDW,W ,2.8,"1,810",40.4272,116.8456,"Dean middle portal, mine drain flows over sulfide dump"
NH584,HT,PMV,PUW,W ,2.4,>2000,40.4275,116.8467,"Upper Dean workings, puddle in cut on dump, clay bottom"
NH586,HT,PMV,SW,W ,2.8,880,40.4264,116.8478,"Spring in altered rocks, roadcut east of upper workings"
