"Pulaski","Little Rock Police","-","-","-","-","-","-",,"-","-"
"Pulaski","North Little Rock Police","M","R,U","R,U","M,R,U","R,U","U",,"C,D,S,W","C,D,S,W"
"Sebastian","Fort Smith Police","M","M","U","U","U","U",,"C,D,S","-"
,,,,,,,,,,
"CALIFORNIA",,,,,,,,,,
,,,,,,,,,,
"Alameda","Alameda County Sheriff","-","-","-","-","-","-",,"-","-"
"Alameda","Berkeley Police","-","-","-","-","-","-",,"-","-"
"Alameda","Fremont Police","-","-","-","-","-","-",,"-","-"
"Alameda","Hayward Police","-","-","-","-","-","-",,"-","-"
"Alameda","Oakland Police","-","-","-","-","-","-",,"-","-"
"Contra Costa","Contra Costa County Sheriff","-","-","-","-","-","-",,"-","-"
"Contra Costa","Concord Police","-","-","-","-","-","-",,"-","-"
"Contra Costa","Richmond Police","M","M","U","U","U","U",,"C,D,S,T","D"
"El Dorado","El Dorado County Sheriff","-","-","-","-","-","-",,"-","-"
"Fresno","Fresno County Sheriff","-","-","-","-","-","-",,"-","-"
"Fresno","Fresno Police","M","U","U","U","U","U",,"C,D,S,T,W","D,S"
"Kern ","Kern County Sheriff","M","U","U","U","U","U",,"-","-"
"Kern","Bakersfield Police","M","U","U","U","U","U",,"-","-"
"Los Angeles","Los Angeles County Sheriff","R,U","R,U","-","R,U","R,U","R,U",,"C,D,S","-"
"Los Angeles","Beverly Hills Police","-","-","-","-","-","-",,"-","-"
"Los Angeles","Burbank Police","-","-","-","-","-","-",,"-","-"
"Los Angeles","Compton Police","M","U","U","U","U","U",,"C,D,S,T,W","-"
"Los Angeles","Culver City Police","M","U","U","M","U","U",,"C","D"
"Los Angeles","Downey Police","M","U","U","U","U","M",,"-","-"
"Los Angeles","El Monte Police","M","-","-","-","-","-",,"-","-"
"Los Angeles","Glendale Police","-","-","-","-","-","-",,"-","-"
"Los Angeles","Inglewood Police","M","M","-","R","R","-",,"D","-"
"Los Angeles","Long Beach Police","M","-","-","-","-","-",,"O","-"
"Los Angeles","Los Angeles Police","M","M","-","-","-","-",,"D","-"
"Los Angeles","Los Angeles Airport Police","R","U","U","U","U","U",,"-","-"
"Los Angeles","Los Angeles School Police","-","-","-","-","-","-",,"-","-"
"Los Angeles","Pasadena Police","-","-","-","-","-","-",,"-","-"
"Los Angeles","Pomona Police","M","U","-","U","U","U",,"C,D,S,T,W","-"
"Los Angeles","Santa Monica Police","-","-","-","-","-","-",,"-","-"
"Los Angeles","Torrance Police","M","U","U","U","U","U",,"-","-"
"Los Angeles","West Covina Police","M","U","-","R,U","R","U",,"-","-"
"Marin","Marin County Sheriff","-","-","-","-","-","-",,"-","-"
"Monterey","Monterey County Sheriff","-","-","-","-","-","-",,"-","-"
"Monterey","Salinas Police","M","-","-","-","-","-",,"-","-"
,,,,,,,,,"          Personnel   61  ",
,,,,,,,,,,
"Table 6a. - continued",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,"  Specified sanctions for",
,,,"                  Types of drug testing programs for:",,,,,,"  nonprobationary officer",
,,"  Applicants",,"  Sworn","  Officers in","    Regular",,,"  with positive drug test",
,,"  for sworn"," Probationary","  promotional","  drug-related","    field"," Civilian",,"     First","Second"
"County","Name of agency","  positions"," officers","  candidates","  positions","    officers"," employees",,"offense","offense"
,,,,,,,,,,
"CALIFORNIA (cont.)",,,,,,,,,,
,,,,,,,,,,
"Orange","Orange County Sheriff-Coroner","-","-","-","-","-","-",,"-","-"
"Orange","Anaheim Police","M","-","-","-","-","-",,"-","-"
"Orange","Brea Police","-","-","-","-","-","-",,"-","-"
"Orange","Costa Mesa Police","M,R,U","M,U","-","U","U","U",,"-","-"
"Orange","Fullerton Police","-","-","-","-","-","-",,"-","-"
"Orange","Garden Grove Police","-","-","-","-","-","-",,"-","-"
"Orange","Huntington Beach Police","M","M,R","-","-","-","-",,"D","-"
"Orange","Irvine Police","-","-","-","-","-","-",,"-","-"
"Orange","Newport Beach Police","-","-","-","-","-","-",,"-","-"
"Orange","Orange Police","M","R,U","-","R,U","R,U","R,U",,"C,D,S,T","D"
"Orange","Santa Ana Police","-","-","-","-","-","-",,"-","-"
"Riverside","Riverside County Sheriff","-","U","U","U","U","U",,"C,D,S,T","D"
"Riverside","Corona Police","M","R","-","R","R","R",,"C,D,S,T,W","C,D,S,T,W"
"Riverside","Riverside Police","-","-","-","-","-","-",,"-","-"
"Sacramento","Sacramento County Sheriff","-","-","-","-","-","-",,"-","-"
"Sacramento","Sacramento Police","-","-","-","-","-","-",,"-","-"
"San Bernardino","San Bernardino County Sheriff","M","U","-","U","U","U",,"-","-"
"San Bernardino","Fontana Police","-","-","-","-","-","-",,"-","-"
"San Bernardino","Ontario Police","-","-","-","-","-","-",,"-","-"
"San Bernardino","Rialto Police","M","-","-","-","-","M",,"-","-"
"San Bernardino","San Bernardino Police","-","-","-","-","-","-",,"-","-"
"San Diego","San Diego County Sheriff","M","U","U","U","U","U",,"-","-"
"San Diego","Chula Vista Police","U","U","U","U","U","U",,"-","-"
"San Diego","El Cajon Police","M,U","U","U","U","U","U,O",,"C,D,S,T,W","C,D,S,T,W"
"San Diego","Escondido Police","-","-","-","-","-","-",,"-","-"
"San Diego","Oceanside Police","-","-","-","-","-","-",,"-","-"
"San Diego","San Diego Police","-","R,U","R,U","R,U","R,U","U",,"-","-"
"San Diego","San Diego Harbor Police","M,U","M,U","U","U","U","U",,"-","-"
"San Francisco","San Francisco Police","M","U","-","U","U","U",,"C,D,S","D"
"San Francisco","Bay Area Rapid Transit Police","M","O","-","-","O","-",,"C","D"
"San Francisco","San Francisco Airport Police","M","-","-","R","U","U",,"S,T,W","D,S,W"
"San Joaquin","San Joaquin County Sheriff","M","-","-","-","-","-",,"D","-"
"San Joaquin","Stockton Police","-","-","-","-","-","-",,"-","-"
"San Luis Obispo","San Luis Obispo County Sheriff","-","-","-","-","-","-",,"-","-"
"San Mateo","San Mateo County Sheriff","-","-","-","-","-","-",,"-","-"
"San Mateo","Daly City Police","-","U","U","U","U","U",,"-","-"
"Santa Barbara","Santa Barbara County Sheriff","M","-","-","-","-","-",,"-","-"
"Santa Barbara","Santa Barbara Police","-","-","-","-","-","-",,"-","-"
"Santa Clara","Santa Clara County Sheriff","-","-","-","-","-","-",,"-","-"
"Santa Clara","San Jose Police","M","-","-","-","-","-",,"-","-"
"Santa Clara","Santa Clara Police","U,O","U,O","-","U,O","U,O","U",,"D,S,W,T","-"
"Santa Clara ","Sunnyvale Police","M","-","M","-","-","U",,"C,D,S","D"
"Santa Cruz","Santa Cruz County Sheriff","-","-","-","-","-","-",,"-","-"
"Solano","Vallejo Police","-","U","-","U","U","U",,"-","-"
"Sonoma","Sonoma County Sheriff-Coroner","-","-","-","-","-","-",,"-","-"
"Sonoma","Santa Rosa Police","-","-","-","-","-","-",,"-","-"
"Stanislaus","Stanislaus County Sheriff","-","-","-","-","-","-",,"-","-"
"Stanislaus","Modesto Police","U","U","U","U","U","U",,"C,D,S,T,W","-"
"Tulare","Tulare County Sheriff","-","-","-","-","-","-",,"-","-"
"Ventura","Ventura County Sheriff","M","U","U","U","U","U",,"D","-"
"Ventura","Oxnard Police","-","-","-","-","-","-",,"-","-"
"Ventura","Simi Valley Police","M","U","U","U","U","U",,"D","-"
"Ventura","Ventura Police","-","-","-","-","-","U",,"C,D,S,T,W","C,D,S,T,W"
,,,,,,,,,,
"COLORADO",,,,,,,,,,
,,,,,,,,,,
"Adams","Adams County Sheriff","M","M,R,U","M,R,U","M,R,U","M,R,U","U",,"D","-"
"Adams","Westminster Police","M","U","U","U","U","U",,"C,D,S,T,W","C,D,S,T,W"
"Arapahoe","Arapahoe County Sheriff","M","-","-","-","-","-",,"-","-"
"Arapahoe","Aurora Police","-","U","U","M","R","U",,"C,D,S,T,W","D,S,T"
"Boulder","Boulder Police","M,U","U","U","U","U","U",,"-","-"
"Denver","Denver Police","M","M","U","U","U","U",,"-","-"
"El Paso","El Paso County Sheriff","-","U","U","M","U","U",,"C,D,S,T,W","D"
"El Paso","Colorado Springs Police","M","U","U","M","U","U",,"-","-"
"Jefferson","Jefferson County Sheriff","M","U","-","-","-","-",,"-","-"
"Jefferson","Arvada Police","-","U","-","U","U","U",,"C,D,S,W","C,D,S,W"
"Jefferson","Lakewood Police","M","U","-","U","U","U",,"-","-"
"Larimer","Larimer County Sheriff","-","-","-","-","-","-",,"-","-"
"Larimer","Fort Collins Police","M","-","-","-","-","-",,"-","-"
"Pueblo","Pueblo Police","M","U","U","U","U","U",,"-","-"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"62   Law Enforcement Management and Administrative Statistics, 1993",,,,,,,,,,
,,,,,,,,,,
"Table 6a. - continued",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,"  Specified sanctions for",
,,,"                  Types of drug testing programs for:",,,,,,"  nonprobationary officer",
,,"  Applicants",,"  Sworn","  Officers in","    Regular",,,"  with positive drug test",
,,"  for sworn"," Probationary","  promotional","  drug-related","    field"," Civilian",,"     First","Second"
"County","Name of agency","  positions"," officers","  candidates","  positions","    officers"," employees",,"offense","offense"
,,,,,,,,,,
"CONNECTICUT",,,,,,,,,,
,,,,,,,,,,
"Fairfield","Bridgeport Police","-","-","-","-","-","-",,"-","-"
"Fairfield","Danbury Police","-","-","-","-","-","-",,"-","-"
"Fairfield","Greenwich Police","-","U","U","U","U","U",,"C","-"
"Fairfield","Norwalk Police","M","R","-","R","R","-",,"C,S,T","D"
"Fairfield","Stamford Police","M","-","-","-","-","-",,"-","-"
"Hartford","Bristol Police","-","-","-","-","-","-",,"-","-"
"Hartford","East Hartford Police","-","-","-","-","-","-",,"-","-"
"Hartford","Hartford Police","-","-","-","-","-","-",,"-","-"
"Hartford ","New Britain Police","M","U","-","-","R","-",,"C,D,S,T,W","-"
"Hartford","West Hartford Police","-","-","-","-","-","-",,"-","-"
"New Haven","Meriden Police","-","-","-","-","-","-",,"-","-"
"New Haven","Milford Police","-","-","-","-","-","-",,"-","-"
"New Haven","Waterbury Police","-","-","-","-","-","-",,"-","-"
"New Haven","West Haven Police","-","-","-","-","-","-",,"-","-"
,,,,,,,,,,
"DELAWARE",,,,,,,,,,
,,,,,,,,,,
"New Castle","New Castle County Police","M","M","R","M","R,U","R",,"C,D,S,T","D"
"New Castle","Wilmington Police","M","R","R","M","R","U",,"D","-"
,,,,,,,,,,
"DISTRICT OF COLUMBIA",,,,,,,,,,
,,,,,,,,,,
"Washington, D.C.","Washington Metropolitan Police","M","M","M","U","M,U","-",,"D","-"
"Washington, D.C.","Metro Transit Police","M","R","R","R","R","-",,"D","-"
"Washington, D.C.","Metropolitan Airports Authority","M","M","M","U","U","-",,"D","-"
,,,,,,,,,,
"FLORIDA",,,,,,,,,,
,,,,,,,,,,
"Alachua","Alachua County Sheriff","M","-","-","M","-","M",,"D","-"
"Alachua","Gainesville Police","M","-","-","-","-","-",,"S","-"
"Bay","Bay County Sheriff","M","M","R","R","R","R",,"D","-"
"Brevard","Brevard County Sheriff","M","U","U","M","U","M",,"O","O"
"Brevard","Melbourne Police","M","M,U","M,U","M,U","M,U","-",,"C,T,W","D,S,T"
"Broward","Broward County Sheriff","M","R,U","-","R","R,U","R,U",,"D","-"
"Broward","Coral Springs Police","M","U","U","U","U","U",,"C,D,S,T,W","C,D,S,T"
"Broward","Davie Police","-","-","-","-","-","-",,"-","-"
"Broward","Fort Lauderdale Police","M","R","-","R","R","R",,"-","-"
"Broward","Hollywood Police","M","U","U","M","U","U",,"C,D,S,T,W","D"
"Broward","Pembroke Pines Police","M","U","U","U","U","U",,"-","-"
"Broward","Plantation Police","M","-","-","-","-","-",,"-","-"
"Broward","Pompano Beach Police","-","-","-","-","-","-",,"-","-"
"Broward","Sunrise Police","M","U","U","M","U","U",,"C,D,S,T,W","C,D,S,T,W"
"Charlotte","Charlotte County Sheriff","M","M","-","-","-","M",,"D","-"
"Citrus","Citrus County Sheriff","M","R","-","M","R","U",,"C,D","D"
"Clay","Clay County Sheriff","M","R","R","R","R","R",,"D","-"
"Collier","Collier County Sheriff","M","R","M,R","R","R","R",,"C,D,S,T,W","-"
"Dade","Metro-Dade Police","M","M","U","U","U","U",,"D","-"
"Dade","Coral Gables Police","M","U","-","U","U","U",,"C,D,S,T","-"
"Dade","Hialeah Police","M","U","U","U","U","U",,"D","-"
"Dade","Miami Police","M","R,U","R","R","R","M",,"D","-"
"Dade","Miami Beach Police","R","R","M","R","R","R",,"C","W"
"Duval ","Jacksonville Sheriff","M","R","R","R","R,U,O","M",,"C,D,S,T,W","-"
"Escambia","Escambia County Sheriff","M","-","-","U","M","U",,"C,S,T","D,S"
"Escambia","Pensacola Police","M","U","U","U","U","M,U",,"C,D,S,T,W","C,D,S,T,W"
"Hernando","Hernando County Sheriff","M","U","U","U","U","U",,"-","-"
"Hillsborough","Hillsborough County Sheriff","M","U","-","U","U","U",,"D","-"
"Hillsborough","Tampa Police","M","R,U","-","R,U","R,U","U",,"-","-"
"Indian River","Indian River County Sheriff","M","-","-","R","-","-",,"-","-"
"Lake","Lake County Sheriff","M","-","-","-","-","-",,"-","-"
"Lee","Lee County Sheriff","M","-","-","U","U","U",,"O","O"
"Lee","Cape Coral Police","M","U","U","R","U","U",,"C,W","C"
"Lee","Fort Myers Police","M","R","R","R","R","-",,"C,D,S,T,W","D,S,T"
"Leon","Leon County Sheriff","M","-","-","-","-","-",,"D","-"
"Leon","Tallahassee Police","M","U,O","-","U","U,O","-",,"C,D,S,T","C,D,S,T"
"Manatee","Manatee County Sheriff","M","R","R","M","R","R",,"C,D,S,T,W","D"
"Marion","Marion County Sheriff","M","U","U","U","U","U",,"C,D,S,T,W","C,D,S,T,W"
"Marion","Ocala Police","M","M","-","U","U","U",,"C","D"
"Martin","Martin County Sheriff","M","M","M","M","M","M",,"C,S,T","D"
"Monroe","Monroe County Sheriff","M","R,U","-","R,U","R,U","R,U",,"C,D,S,T,W","-"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,"                Personnel   63",
,,,,,,,,,,
"Table 6a. - continued",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,"  Specified sanctions for",
,,,"                  Types of drug testing programs for:",,,,,,"  nonprobationary officer",
,,"  Applicants",,"  Sworn","  Officers in","    Regular",,,"  with positive drug test",
,,"  for sworn"," Probationary","  promotional","  drug-related","    field"," Civilian",,"     First","Second"
"County","Name of agency","  positions"," officers","  candidates","  positions","    officers"," employees",,"offense","offense"
,,,,,,,,,,
"FLORIDA (cont.)",,,,,,,,,,
,,,,,,,,,,
"Okaloosa","Okaloosa County Sheriff","M","U,O","U,O","U,O","U,O","U,O",,"-","-"
"Orange","Orange County Sheriff","M","R,U","R,U","R,U","R,U","M,R,U",,"-","-"
"Orange","Orlando Police","M","U","U","M","U","U",,"C,D,S,T","D"
"Osceola","Osceola County Sheriff","M","-","-","R","-","-",,"-","-"
"Palm Beach","Palm Beach County Sheriff","M","R","R","R","R","-",,"C,D,S,T,W","-"
"Palm Beach","Boca Raton Police","M","M","-","-","M","-",,"D","-"
"Palm Beach","Boynton Beach Police","M","U","-","U","U","U",,"C,D,S,T","D"
"Palm Beach","Delray Beach Police","M","U,O","U,O","U,O","U,O","-",,"D","-"
"Palm Beach","West Palm Beach Police","M","R","R","R","R","-",,"D","-"
"Pasco","Pasco County Sheriff","-","-","-","-","-","-",,"-","-"
"Pinellas","Pinellas County Sheriff","M","U","-","-","U","U",,"D","-"
"Pinellas","Clearwater Police","M","-","-","-","-","-",,"-","-"
"Pinellas","Largo Police","M","-","-","M","U","M",,"-","-"
"Pinellas","St. Petersburg Police","M,U","R,U","U","R,U","R,U","U",,"D","-"
"Polk","Polk County Sheriff","M","-","-","-","-","-",,"D","-"
"Polk","Lakeland Police","M","U","U","U,O","U","U",,"D","-"
"St. John","St. John County Sheriff","M","U","M","M,U","U","U",,"D","-"
"St. Lucie","St. Lucie County Sheriff","M","R,U","M","R,U","R,U","R,U",,"C,D,S,T","D"
"St. Lucie","Fort Pierce Police","M","R,U","U","R,U","R,U","M,U",,"D","-"
"Sarasota","Sarasota County Sheriff","M","-","-","R","U","U",,"D,S,T","D,S,T"
"Sarasota","Sarasota Police","-","-","-","-","-","-",,"-","-"
"Seminole","Seminole County Sheriff","M","U","U","R","U","U",,"C,D,S,T","-"
"Volusia","Volusia County Sheriff","M","U","U","R,U","U","U",,"-","-"
"Volusia","Daytona Beach Police","M","U","-","U","U","-",,"C,D,S,T,W","-"
,,,,,,,,,,
"GEORGIA",,,,,,,,,,
,,,,,,,,,,
"Bibb","Bibb County Sheriff","M","U","-","U","U","U",,"-","-"
"Bibb","Macon Police","M","R,U","-","R,U","R,U","-",,"D","-"
"Chatham","Chatham County Police","R,U","R,U","-","R,U","R,U","U",,"-","-"
"Chatham","Savannah Police","M","U","-","U","U","U",,"D","-"
"Clarke","Athens-Clarke County Police","M","R,U","R,U","R,U","R,U","R,U",,"C,D,S,W","D,S"
"Clayton","Clayton County Police","M","U","U","U","U","U",,"C,D,S","D"
"Cobb","Cobb County Police","M","U","U","M","U","U",,"D","-"
"Cobb","Cobb County Sheriff","M","-","-","U","U","M,U",,"D","-"
"Cobb","Marietta Police","M","-","-","U","U","U",,"C,D,S,T,W","-"
"De Kalb","De Kalb County Police","M","M","-","M","U","U",,"C,S","C,D"
"Dougherty","Albany Police","M","R,U","-","R,U","R,U","R,U",,"D","-"
"Fulton","Fulton County Police","M","M,U","U","R,U","R,U","R,U",,"C,W","D"
"Fulton","Atlanta Police","M","U","U","U","U","U",,"C,D","D"
"Gwinnett","Gwinnett County Police","M","U","-","U","U","U",,"-","-"
"Muscogee","Columbus Police","M","M,R,U","M,R,U","M,R,U","M,R,U","-",,"C,D,S,T,W","-"
"Richmond","Richmond County Sheriff","M","-","-","R","R","M",,"D","-"
"Richmond","Augusta Police","M","U","U","U","U","U",,"C,D,S,T,W","D"
,,,,,,,,,,
"HAWAII",,,,,,,,,,
,,,,,,,,,,
"Hawaii","Hawaii County Police","M","M","R","M","R","-",,"C","D"
"Honolulu","Honolulu Police","M","M","-","R","R","-",,"C","D"
"Kauai","Kauai County Police","M","-","-","R","R","-",,"C,W","D,S,T"
"Maui","Maui County Police","M","M","-","M","R","-",,"C,D,S,T","D"
,,,,,,,,,,
"IDAHO",,,,,,,,,,
,,,,,,,,,,
"Ada","Boise Police","M","-","-","-","-","-",,"-","-"
,,,,,,,,,,
"ILLINOIS",,,,,,,,,,
,,,,,,,,,,
"Cook","Cook County Police","M","R,U","M,U","R,U","R,U","U",,"D","-"
"Cook ","Cook County Forest Preserve ","M","R","R","R","R","R",,"S","D"
"Cook","Arlington Heights Police","M","R","-","R","R","-",,"C,D,S,T,W","-"
"Cook","Chicago Police","M,U","M,U","M,U","M,R,U","R,U","U,O",,"-","-"
"Cook","Evanston Police","M","-","M","-","-","-",,"C,S","D"
"Cook","Oak Lawn Police","M","U","U","U","U","U",,"C,D,S,W","D"
"Cook","Oak Park Police","M,U","U","M","U","U","M,U",,"C","D,S,W"
"Cook","Schaumburg Police","M","U","U","M","U","U",,"C,D,S","D"
"Cook","Skokie Police","M","R,U","-","R,U","R,U","U",,"-","-"
"Du Page","Du Page County Sheriff","-","-","-","-","-","-",,"-","-"
"Du Page ","Naperville Police","M","U","U","R","U","U",,"-","-"
"Kane","Aurora Police","M","U","U","U","U","U",,"C,S,W","C,D,S,W"
"Kane","Elgin Police","M","M","M","R","U","-",,"D","-"
,,,,,,,,,,
,,,,,,,,,,
"64   Law Enforcement Management and Administrative Statistics, 1993",,,,,,,,,,
,,,,,,,,,,
"Table 6a. - continued",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,"  Specified sanctions for",
,,,"                  Types of drug testing programs for:",,,,,,"  nonprobationary officer",
,,"  Applicants",,"  Sworn","  Officers in","    Regular",,,"  with positive drug test",
,,"  for sworn"," Probationary","  promotional","  drug-related","    field"," Civilian",,"     First","Second"
"County","Name of agency","  positions"," officers","  candidates","  positions","    officers"," employees",,"offense","offense"
,,,,,,,,,,
"ILLINOIS (cont.)",,,,,,,,,,
,,,,,,,,,,
"Lake ","Lake County Sheriff","-","-","-","-","-","-",,"-","-"
"Lake","Waukegan Police","R,U","M","R","R","R","-",,"C,S","D"
"McHenry","McHenry County Sheriff","M","M","-","U","U","U",,"C,W","D"
"Macon","Decatur Police","M","U","-","U","U","U",,"C","D,S"
"Peoria","Peoria Police","M","U","M","R","U","U",,"C,D,S,W","D,S"
"Sangamon","Springfield Police","M","U","-","U","U","-",,"-","-"
"Will","Will County Sheriff","-","-","-","-","-","-",,"-","-"
"Will","Joliet Police","-","-","-","-","-","-",,"-","-"
"Winnebago","Winnebago County Sheriff","M","U","-","R","U","U",,"D","-"
"Winnebago","Rockford Police","-","-","-","-","-","-",,"-","-"
,,,,,,,,,,
"INDIANA",,,,,,,,,,
,,,,,,,,,,
"Allen","Fort Wayne Police","M","M","-","M,R,U,O","M,R,U,O","-",,"C,D,S","-"
"Delaware","Muncie Police","M","M","M","M","M","M",,"-","-"
"Lake","Lake County Sheriff","-","-","-","-","-","-",,"-","-"
"Lake","East Chicago Police","M","U","U","U","U","U",,"D","-"
"Lake","Gary Police","M","R,U","R,U","M","R,U","U",,"C,W","D,S,T"
"Lake","Hammond Police","-","-","-","-","-","-",,"-","-"
"Madison","Anderson Police","M","U","U","U","U","U",,"C,W","D,S,T"
"Marion","Marion County Sheriff","M","U","-","U","U","U",,"C,D,S,T","C,D,S,T"
"Marion","Indianapolis Police","-","-","-","-","-","-",,"-","-"
"St. Joseph","South Bend Police","M","R,U","-","R,U","R,U","M,U",,"C,D,S,T,W","D"
"Vanderburgh","Evansville Police","-","-","-","-","-","-",,"-","-"
"Vigo","Terre Haute Police","M","-","-","-","-","-",,"-","-"
,,,,,,,,,,
"IOWA",,,,,,,,,,
,,,,,,,,,,
"Black Hawk","Waterloo Police","-","-","-","-","-","-",,"-","-"
"Linn","Cedar Rapids Police","R,U","R,U","R,U","R,U","R,U","R,U",,"C,D,S,T,W","C,D,S,T,W"
"Polk","Des Moines Police","M","U","U","U","U","U",,"C,D,S,T,W","C,D,S,T,W"
"Scott","Davenport Police","M","U","-","U","U","U",,"C","D,S,T"
"Woodbury","Sioux City Police","-","-","-","-","-","-",,"-","-"
,,,,,,,,,,
"KANSAS",,,,,,,,,,
,,,,,,,,,,
"Douglas","Lawrence Police","M","U","U","M","U","-",,"O","O"
"Johnson","Overland Park Police","M","U","-","U","U","M,U",,"D","-"
"Sedgwick","Wichita Police","M","U","U","U","U","U",,"C,D,S,T,W","D,S,T"
"Shawnee","Topeka Police","M","U","U","U","U","U",,"C","D"
"Wyandotte","Kansas City Police","-","-","-","-","-","-",,"-","-"
,,,,,,,,,,
"KENTUCKY",,,,,,,,,,
,,,,,,,,,,
"Fayette","Lexington-Fayette County Police","-","-","-","-","-","-",,"-","-"
"Jefferson","Jefferson County Police","-","R,U","R,U","R,U","R,U","-",,"C,D,S,T,W","-"
"Jefferson","Louisville Police","-","-","-","-","-","-",,"-","-"
,,,,,,,,,,
"LOUISIANA",,,,,,,,,,
,,,,,,,,,,
"Bossier","Bossier Police","M","R","-","R","R","R",,"C","D"
"Caddo","Caddo Parish Sheriff","M","R,U","R,U","R,U","R,U","-",,"C,D,S,T,W","C,D,S,T"
"Caddo","Shreveport Police","M","R","M","R","R","O",,"D","-"
"Calcasieu","Calcasieu Parish Sheriff","M","-","-","-","-","-",,"O","O"
"Calcasieu","Lake Charles Police","M","-","-","-","-","-",,"D","-"
"E. Baton Rouge","E. Baton Rouge Parish Sheriff","M,R,U","-","-","M","-","-",,"D,S","D"
"E. Baton Rouge","Baton Rouge Police","M","R,U","U","R,U","R,U","U",,"D","-"
"Jefferson","Jefferson Parish Sheriff","M","U","U","U","U","U",,"-","-"
"Jefferson","Kenner Police","M","R","R","R","R","R",,"D","-"
"Lafayette","Lafayette Parish Sheriff","M","R,U","R,U","R,U","R,U","R,U",,"C","D"
"Lafayette","Lafayette Police","M","R,U","R,U","M","R","U",,"D,S,T","-"
"Lafourche","Lafourche Parish Sheriff","-","R,U","-","R,U","R,U","-",,"C,D,S,T,W","C,D,S,T,W"
"Livingston","Livingston Parish Sheriff","-","-","-","-","-","-",,"-","-"
"Orleans","New Orleans Police","M","M","M","M","M","R",,"D","-"
"Ouachita","Ouachita Parish Sheriff","M","-","-","R","R","-",,"-","-"
"Ouachita","Monroe Police","M","R","R","M","R","R",,"C","D"
"Rapides","Rapides Parish Sheriff","M","U","-","M","M","-",,"C,D,S,T,W","D"
"Rapides","Alexandria Police","M","M","M","R","R","R",,"C","D"
"St. Charles","St. Charles Parish Sheriff","M","-","-","M","R","U",,"D","-"
"St. John the Baptist","St. John the Baptist Sheriff","M","M","-","M","M","M",,"D","-"
